Date,Open,High,Low,Close,Volume,SMA,Signal,Position,Exec_Price,Exit_Reason,Market_Return,Strategy_Return,Cost,Market_Equity,Strategy_Equity
2025-07-11,25255.5,25322.44921875,25129.0,25149.849609375,250000,,0,0.0,25255.5,Signal,0.0,0.0,0.0,100000.0,100000.0
2025-07-14,25149.5,25151.099609375,25001.94921875,25082.30078125,259500,,0,0.0,25149.5,Signal,-0.004137581771438725,-0.0,0.0,99586.24182285613,100000.0
2025-07-15,25089.5,25245.19921875,25088.44921875,25195.80078125,241300,,0,0.0,25089.5,Signal,-0.0023262095052538397,-0.0,0.0,99354.58336053528,100000.0
2025-07-16,25196.599609375,25255.30078125,25121.05078125,25212.05078125,228800,,0,0.0,25196.599609375,Signal,0.004328226229858978,0.0,0.0,99784.61247429307,100000.0
2025-07-17,25230.75,25238.349609375,25101.0,25111.44921875,243400,,0,0.0,25230.75,Signal,0.0014148809273269115,0.0,0.0,99925.79581932366,100000.0
2025-07-18,25108.55078125,25144.599609375,24918.650390625,24968.400390625,317000,,0,0.0,25108.55078125,Signal,-0.004783741600739444,-0.0,0.0,99447.77663287576,100000.0
2025-07-21,24999.0,25111.400390625,24882.30078125,25090.69921875,305200,,0,0.0,24999.0,Signal,-0.004303562782148695,-0.0,0.0,99019.79688259106,100000.0
2025-07-22,25166.650390625,25182.0,25035.55078125,25060.900390625,483700,,0,0.0,25166.650390625,Signal,0.006765807685878778,0.0,0.0,99689.74578539346,100000.0
2025-07-23,25139.349609375,25233.5,25085.5,25219.900390625,271500,,0,0.0,25139.349609375,Signal,-0.001025276147015952,-0.0,0.0,99587.5362669376,100000.0
2025-07-24,25243.30078125,25246.25,25018.69921875,25062.099609375,338700,,0,0.0,25243.30078125,Signal,0.004194522267727119,0.0,0.0,100005.25840539736,100000.0
2025-07-25,25010.349609375,25010.349609375,24806.349609375,24837.0,278100,,0,0.0,25010.349609375,Signal,-0.009168713570907405,-0.0,0.0,99088.33883549369,100000.0
2025-07-28,24782.44921875,24889.19921875,24646.599609375,24680.900390625,262100,,0,0.0,24782.44921875,Signal,-0.009052719489129312,-0.0,0.0,98191.31989937216,100000.0
2025-07-29,24609.650390625,24847.150390625,24598.599609375,24821.099609375,284700,,0,0.0,24609.650390625,Signal,-0.006913105352337334,-0.0,0.0,97512.51296022272,100000.0
2025-07-30,24890.400390625,24902.30078125,24771.94921875,24855.05078125,243900,,0,0.0,24890.400390625,Signal,0.011467650115411865,0.0,0.0,98630.75234072513,100000.0
2025-07-31,24642.25,24956.5,24635.0,24768.349609375,346300,,0,0.0,24642.25,Signal,-0.00991019892416376,-0.0,0.0,97653.3019649886,100000.0
2025-08-01,24734.900390625,24784.150390625,24535.05078125,24565.349609375,263400,,0,0.0,24734.900390625,Signal,0.003819342439113327,0.0,0.0,98026.27336550303,100000.0
2025-08-04,24596.05078125,24736.25,24554.0,24722.75,259300,,0,0.0,24596.05078125,Signal,-0.0055539861372405405,-0.0,0.0,97481.83680214568,100000.0
2025-08-05,24720.25,24733.099609375,24590.30078125,24649.55078125,251800,,0,0.0,24720.25,Signal,0.005109083182066621,0.0,0.0,97979.87961510848,100000.0
2025-08-06,24641.349609375,24671.400390625,24539.19921875,24574.19921875,225100,,0,0.0,24641.349609375,Signal,-0.0031322072864400138,-0.0,0.0,97672.98632225354,100000.0
2025-08-07,24464.19921875,24634.19921875,24344.150390625,24596.150390625,616700,,0,0.0,24464.19921875,Signal,-0.007129627492383861,-0.0,0.0,96976.61431370715,100000.0
2025-08-08,24544.25,24585.5,24337.5,24363.30078125,312600,,0,0.0,24544.25,Signal,0.0033316841011488355,0.0,0.0,97299.70975779937,100000.0
2025-08-11,24371.5,24600.849609375,24347.44921875,24585.05078125,241100,,0,0.0,24371.5,Signal,-0.006978784551905015,-0.0,0.0,96620.6760464368,100000.0
2025-08-12,24563.349609375,24702.599609375,24465.650390625,24487.400390625,237000,,0,0.0,24563.349609375,Signal,0.007931407336389218,0.0,0.0,97387.01398527838,100000.0
2025-08-13,24586.19921875,24664.55078125,24535.25,24619.349609375,236000,,0,0.0,24586.19921875,Signal,0.0009897556280000998,0.0,0.0,97483.40333046444,100000.0
2025-08-14,24607.25,24673.650390625,24596.900390625,24631.30078125,270200,,0,0.0,24607.25,Signal,0.0009157269608406573,0.0,0.0,97572.67151112863,100000.0
2025-08-18,24938.19921875,25022.0,24852.849609375,24876.94921875,363100,,0,0.0,24938.19921875,Signal,0.013508780380249852,0.0,0.0,98890.75930168673,100000.0
2025-08-19,24891.349609375,25012.650390625,24873.94921875,24980.650390625,252300,,0,0.0,24891.349609375,Signal,-0.0018191045935958881,-0.0,0.0,98710.86666717686,100000.0
2025-08-20,24965.80078125,25088.69921875,24929.69921875,25050.55078125,287100,,0,0.0,24965.80078125,Signal,0.0030505698172083266,0.0,0.0,99011.99105766222,100000.0
2025-08-21,25142.0,25153.650390625,25054.900390625,25083.75,226500,,0,0.0,25142.0,Signal,0.007117147167727178,0.0,0.0,99716.67396938929,100000.0
2025-08-22,25064.150390625,25084.849609375,24859.150390625,24870.099609375,210200,,0,0.0,25064.150390625,Signal,-0.0030368730314196176,-0.0,0.0,99413.84709142879,100000.0
2025-08-25,24949.150390625,25021.55078125,24894.349609375,24967.75,213000,,0,0.0,24949.150390625,Signal,-0.004528702729486,-0.0,0.0,98963.63133075713,100000.0
2025-08-26,24899.5,24919.650390625,24689.599609375,24712.05078125,750500,,0,0.0,24899.5,Signal,-0.0019305395733021145,-0.0,0.0,98772.57812415542,100000.0
2025-08-28,24695.80078125,24702.650390625,24481.599609375,24500.900390625,326600,,0,0.0,24695.80078125,Signal,-0.008121331980753132,-0.0,0.0,97970.41322661427,100000.0
2025-08-29,24466.69921875,24572.44921875,24404.69921875,24426.849609375,325500,,0,0.0,24466.69921875,Signal,-0.009217420255960484,-0.0,0.0,97067.37875525445,100000.0
2025-09-01,24432.69921875,24635.599609375,24432.69921875,24625.05078125,229300,,0,0.0,24432.69921875,Signal,-0.0013301201181681098,-0.0,0.0,96938.26748195424,100000.0
2025-09-02,24653.0,24756.099609375,24522.349609375,24579.599609375,271600,,0,0.0,24653.0,Signal,0.00907616086945764,0.0,0.0,97818.09479202698,100000.0
2025-09-03,24616.5,24737.05078125,24533.19921875,24715.05078125,340300,,0,0.0,24616.5,Signal,-0.0014210262249547466,-0.0,0.0,97679.0927140524,100000.0
2025-09-04,24980.75,24980.75,24708.19921875,24734.30078125,314100,,0,0.0,24980.75,Signal,0.014856509571106425,0.0,0.0,99130.26308985571,100000.0
2025-09-05,24818.849609375,24832.349609375,24621.599609375,24741.0,210100,,0,0.0,24818.849609375,Signal,-0.00642148219009595,-0.0,0.0,98493.69987092467,100000.0
2025-09-08,24802.599609375,24885.5,24751.55078125,24773.150390625,213200,,0,0.0,24802.599609375,Signal,-0.0005952204778126633,-0.0,0.0,98435.07440382594,100000.0
2025-09-09,24864.099609375,24891.80078125,24814.0,24868.599609375,226900,,0,0.0,24864.099609375,Signal,0.0025391026024159883,0.0,0.0,98685.01115741371,100000.0
2025-09-10,24991.0,25035.69921875,24915.05078125,24973.099609375,244100,,0,0.0,24991.0,Signal,0.005163283552231524,0.0,0.0,99194.54985237456,100000.0
2025-09-11,24945.5,25037.30078125,24940.150390625,25005.5,224600,,0,0.0,24945.5,Signal,-0.0017611316264331876,-0.0,0.0,99019.85519345975,100000.0
2025-09-12,25074.44921875,25139.44921875,25038.05078125,25114.0,225700,,0,0.0,25074.44921875,Signal,0.005228761497684054,0.0,0.0,99537.60639980156,100000.0
2025-09-15,25118.900390625,25138.44921875,25048.75,25069.19921875,185400,,0,0.0,25118.900390625,Signal,0.0018322914379254264,0.0,0.0,99719.9883037595,100000.0
2025-09-16,25073.599609375,25261.400390625,25070.44921875,25239.099609375,240100,,0,0.0,25073.599609375,Signal,-0.001743930185098752,-0.0,0.0,99546.08360609888,100000.0
2025-09-17,25276.599609375,25346.5,25275.349609375,25330.25,268900,,0,0.0,25276.599609375,Signal,0.008155688826217334,0.0,0.0,100357.95048785883,100000.0
2025-09-18,25441.05078125,25448.94921875,25329.75,25423.599609375,272200,,0,0.0,25441.05078125,Signal,0.006565587695348341,0.0,0.0,101016.85941271228,100000.0
2025-09-19,25410.19921875,25428.75,25286.30078125,25327.05078125,380400,,0,0.0,25410.19921875,Signal,-0.0011531447537863392,-0.0,0.0,100900.37235123654,100000.0
