CAGR,Total_Return,Volatility,Sharpe,Sortino,Calmar,Max_Drawdown,Stability,Skewness,Kurtosis,Win_Rate_Daily,Market_Exposure,Total_Trades,Win_Rate_Trade,Avg_Trade_Duration,Avg_Win,Avg_Loss,Profit_Factor
0.2081467494455247,6.897087781755561,0.10598842184087669,1.3139512057268883,1.6092006616309655,2.377946081118936,-0.08753215688876419,0.9866377978413472,0.4979490503884303,10.799367124912436,0.5491169977924945,0.6390334572490707,93,0.3548387096774194,27.419354838709676,5143.33754384191,-1584.8508554114876,1.7849223095371818
